business_id,categories,city,latitude,longitude,name,stars
C1Jkjsqoz1AsYJy28IosQg,"International Grocery, Meat Shops, Specialty Food, Convenience Stores, Food, Mexican, Restaurants",Columbus,39.9121393441,-82.8802343968,La Michoacana Market,3.5
LDVnIEG0bGHhBt__DPQvyQ,"Shopping, Fashion, Department Stores",Columbus,40.0609378,-82.9656979,Dollar Tree Store,3.5
f8V8ZAkASQCieNft2miQIQ,"Ethnic Food, African, Food, Restaurants, Specialty Food",Columbus,40.0864583,-82.9501165,Solay Bistro,4.0
GXNYOB1xIu68_fF-8h1srg,"Body Shops, Automotive",Columbus,40.0758852,-82.9999196,C G's Auto Paint & Body,4.5
tYhcRgwiabSSUz2RoP5z9A,"Pet Stores, Pets",Columbus,39.9470078,-82.99747,Village Pet Supply,4.5
6SCpK_ySCIrwceynQWo2lw,"Local Services, Jewelry Repair, Shopping, Appraisal Services, Jewelry, Gold Buyers, Watch Repair",Columbus,40.0196363,-83.0616,Argo & Lehne Jewelers,4.5
wIgqvPBnY-w-qO9oPTvBjw,"Apartments, Real Estate, Home Services",Columbus,40.1062106,-83.0816995,Dublin Square,4.0
J-hlHfICWs5v5f3vF5gcEQ,"Automotive, Home Services, Auto Repair, Auto Parts & Supplies, Home Window Tinting, Car Window Tinting, Auto Glass Services",Columbus,40.0613804,-82.9347151,Quality Window Tint,4.5
LtB8pKovTvDYsWaR_z8MPw,"Arts & Crafts, Shopping",Columbus,39.9641096669,-82.9977081529,Moonlight Market,3.5
H5SRAaDvvzc07Z5gCHGvVw,"Real Estate, Apartments, Home Services",Columbus,39.951382,-83.003107,Liberty Place Apartments,3.0
FrFDIPBzRbFVfanxG4wcNQ,"Mexican, Restaurants, Food Stands, Latin American, Food, Food Trucks",Columbus,40.0147968,-83.0014099,Exotic Latin Grill,4.5
LI4XboE60y544kAMLoqmAw,"Home & Garden, Shopping, Hardware Stores",Columbus,40.052546,-83.049383,Zettler Hardware,3.5
bok7EWlPMa-f7XXMe-a2TA,"Arts & Entertainment, Performing Arts",Columbus,39.9606364,-83.0009691,Riffe Center Theatres,3.5
fRi0NgK65Inn8x9Pak9yMg,"Coffee & Tea, Mexican, Restaurants, Food, Bakeries",Columbus,40.0858653,-82.9649575,Spicy Cup Cafe & Bakery,4.0
EWzFa3GkEw8PoX9lrJC0qw,"Health & Medical, Drugstores, Shopping, Food, Pharmacy, Grocery",Columbus,39.992983,-83.04382,Kroger,4.0
FrFkVHwOVczvgDeMS5ZUqQ,"Massage, Beauty & Spas, Cosmetics & Beauty Supply, Health & Medical, Reflexology, Massage Therapy, Shopping",Columbus,40.1177912618,-83.0686280701,Liu's Bodywork and Reflexology,5.0
xzD6J03FTFp9wSFkD37H9w,"Bars, Breweries, Food, Brewpubs, Pubs, Nightlife",Columbus,39.9822222,-82.9608333,Pretentious Barrel House,4.5
OFwU816bVkCB7jMXbn1T_w,"Beer, Wine & Spirits, Breweries, Gastropubs, American (New), American (Traditional), Pubs, Food, Restaurants, Nightlife, Bars",Columbus,39.950839,-83.003797,CBC Restaurant,4.0
ALP7rrHJxXIHyzMMPGQ1vw,"Coffee & Tea, Desserts, Food, Bubble Tea",Columbus,40.0213717,-83.0135194,LittleMoon Cafe and Tea,4.5
dynb8-X4bGTl_BSX9ZxlPA,"Italian, Pizza, Restaurants",Columbus,40.0217904,-83.0136254,Mama Mimi's Take N Bake Pizza,4.5
60ycMV9i20jXYVxMbkSRmA,"Keys & Locksmiths, Home Services, Local Services, Building Supplies",Columbus,39.9722864506,-82.9079437288,Snap & Crack Locksmith,4.5
FckiBr0rL7Apg0qv6qHI0g,"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry",Columbus,40.055345,-82.855041,Advanced Dental Care Center,5.0
ukWju178_R0Htx7LBfJFkA,"Food, Coffee & Tea",Columbus,39.962261,-83.002243,Starbucks,3.5
0fE2IZ7dA1mcnY4pa8AYmw,"Family Practice, Health & Medical, Doctors",Columbus,39.999441,-82.861595,Family Physicians of Gahanna,4.0
MASEgGo5kk8AKnMP4s5MRg,"Restaurants, Halal, Caterers, Vegetarian, Indian, Event Planning & Services",Columbus,40.0104353,-83.0105431,New Taj Mahal Indian Restaurant,3.0
HPQ5D1JcwiZzeKnbt9cmZA,"Fashion, Shopping, Sports Wear, Women's Clothing, Accessories, Sporting Goods, Lingerie",Columbus,40.052713,-82.914804,Victoria's Secret,3.0
XzAAhugNWBpjr4PCL-YBiA,"Hotels & Travel, Event Planning & Services, Hotels",Columbus,40.1395706854,-82.9765608927,Extended Stay America - Columbus - Polaris,2.5
AwzKxPxAVa51PIc_7L5XMg,"Event Planning & Services, Active Life, Arcades, Amusement Parks, Bowling, Arts & Entertainment, Party & Event Planning, Recreation Centers, Party Supplies",Columbus,40.0153802,-82.8856802,Gahanna Lanes,4.0
3tGCQSq6Xff6FEfl2GuBIA,"Local Services, Home Services, Home Cleaning, Office Cleaning, Professional Services",Columbus,39.9826396,-83.0415078,Lucy's Clean Home,5.0
LNS2U6wcAmZJQWRQFmSlEw,"Auto Repair, Tires, Automotive, Gas Stations",Columbus,40.0433108,-83.0004234,Keith Cheeseman Service Center,4.5
V-MoShRwH6qqOO1KSx4Gng,"Gas Stations, Automotive",Columbus,39.9860859,-82.9865086,Valero,3.0
6Hc9LvHocvF7-4cHKba7vw,"Venues & Event Spaces, Event Planning & Services, Public Services & Government",Columbus,39.9606364,-83.0009691,Vern Riffe Center for Government and the Arts,3.5
Fxdy2WZ6LAu_C5SPJpqApw,"Restaurants, Bakeries, Vegan, Food, Vegetarian",Columbus,40.023558,-83.014092,Pattycake Bakery,4.5
dEu0f7-l4uotpJSlC_Jenw,"Bars, American (New), American (Traditional), Restaurants, Nightlife, Sports Bars",Columbus,39.9750221646,-83.0263138788,Buckeye Hall of Fame Grill,3.0
VN4xcfjHWmVCJmKyRw5mww,"Poke, Hawaiian, Salad, Restaurants, Food, Sushi Bars, Seafood",Columbus,39.9880129,-83.0327965,Pokeworks,4.5
QgOp4M_DYjkGO9xMnAw3Ug,"Kitchen & Bath, Home Services, Home & Garden, Hardware Stores, Outlet Stores, Shopping, Building Supplies, Flooring",Columbus,40.0838228,-82.9541046,Home Outlet,4.0
-kcM672owPBvJzDqQ4My_Q,"Breakfast & Brunch, Waffles, Sandwiches, Restaurants",Columbus,39.966998,-82.982509,What the Waffle,4.5
a9dNRK9qulD59jwIHbzllA,"Restaurants, Hot Dogs, Comfort Food, Mediterranean, Greek, American (Traditional)",Columbus,39.9916187,-83.0407084,Loops,4.0
50RSY6HdAfx_G9ZPdBq1xA,"Water Heater Installation/Repair, Damage Restoration, Plumbing, Home Services",Columbus,40.007222,-82.8918194,Roto-Rooter Plumbing & Water Cleanup,3.5
_sKNi-NkpyYQdahpUddxUQ,"Bike Repair/Maintenance, Sporting Goods, Bikes, Local Services, Shopping",Columbus,39.9655423,-82.9977453,B1 Bicycles,4.0
gcaoVDgKgzXcLnNVh5vbZQ,"Active Life, Venues & Event Spaces, Event Planning & Services, Trampoline Parks",Columbus,39.9226892717,-82.8379354912,Trampoline Xtreme,2.5
aq7cQiUFCl1X06GmZVDEhQ,"Home & Garden, Home Decor, Shopping, Gift Shops, Flowers & Gifts",Columbus,39.9760445,-83.0032911,Bink Davies,4.5
2TvzAAjulyJXKyPyfYkoZg,"Hotels & Travel, Car Rental",Columbus,40.0740002705,-83.0183197859,Enterprise Rent-A-Car,2.0
MWMaqb-PfiDDm5XVZk-zdQ,"Buffets, Chinese, Restaurants",Columbus,40.001789672,-82.9295507416,China Buffet,2.5
itIK1BxWCEdlIF7D9HpS8Q,"Restaurants, Breakfast & Brunch, Fast Food, Mexican, Tacos",Columbus,39.9399921751,-83.1117271632,Taco Bell,4.0
89RNXQrc_tDpId_-Bd88Fg,"Shopping, Convenience Stores, Drugstores, Food, Pharmacy, Health & Medical",Columbus,39.9763,-83.0123,CVS Pharmacy,4.0
t4ityfbEEoSDJslOUbKtfg,"Building Supplies, Shopping, Nurseries & Gardening, Hardware Stores, Home Decor, Home & Garden, Home Services",Columbus,40.0889253437,-83.0630613135,Mr. Mulch,4.0
vXEhaZ0PbZ_eW9F1HBKj4A,"Child Care & Day Care, Professional Services, Local Services, Pet Sitting, Pet Services, Pets, Employment Agencies",Columbus,40.0756871,-82.8101975,Sitting Made Simple,2.5
SsSp1X8nCyt07wldvnI2mw,"Dance Clubs, Nightlife, Bars",Columbus,39.9723864,-83.0047453,Sugar Bar,3.0
0gn3CVA33_jKAxR5RzLPWg,"Sports Bars, Pizza, Restaurants, Nightlife, Bars",Columbus,39.923732,-82.965665,Dawghouse Pizza & Bar,3.5
E_-GwvRVIzBifvsfIQzwtQ,"Arts & Entertainment, Event Planning & Services, Performing Arts, Active Life, Venues & Event Spaces, Escape Games, Challenge Courses",Columbus,40.0602868,-82.9792627,Great Room Escape,4.5
3ejTwwDZ-2zbWBFaly46wg,"Food, Sandwiches, Coffee & Tea, Restaurants, Breakfast & Brunch, Bagels",Columbus,39.9946317439,-83.0142402649,Bruegger's Bagels,4.0
A14e9zdLakJ0X53OdwpS-w,"Pizza, Restaurants",Columbus,39.983202,-83.0047248,Pies and Pints,4.0
5CSb10ZhZB1CJ6OgC6mPSg,"American (New), Restaurants",Columbus,40.1412118,-82.9685959,Polaris Grill,3.5
IPKFuacRl5s1D_od_QODtA,"Personal Injury Law, Professional Services, Lawyers",Columbus,39.9604288,-82.9955537,Kevin Kurgis Law,1.0
3qEkrKzbs7ePu0YK-bfmZQ,"Pets, Veterinarians",Columbus,39.9297459,-83.1156172,Georgesville Road Animal Hospital,4.5
ynsNQFf4XLZSEgsTKQfXow,"Tires, Automotive, Wheel & Rim Repair",Columbus,39.957236,-82.986633,Katz Tires,4.5
Y3feEYZ2ZALMneYNNQcRBw,"Property Management, Home Services, Real Estate",Columbus,39.956699,-82.9315424,Columbus Best Rentals,1.0
OIR6qiEb7xp6WfSK1Rvwvw,"Automotive, Gas Stations",Columbus,39.9890868,-83.0554975,Getgo From Giant Eagle,2.0
8nOr4wla6ZT59y46IvlCcA,"Laundry Services, Local Services, Dry Cleaning & Laundry",Columbus,39.9809779,-82.9986679,Spring Cleaners & Laundry,3.0
3lVG5489Cd3rFAR592tYeA,"Appliances & Repair, Local Services",Columbus,40.0616295,-83.0610128,Shamrock Appliance Repair,4.0
u0PMfWxLVrXlbA3bmA3f9Q,"Health & Medical, Counseling & Mental Health",Columbus,40.0625151,-83.092146,Center for Cognitive and Behavioral Therapy of Greater Columbus,2.0
UvkgHqv1BG1Zrsy6IxecEQ,"Cheesesteaks, Sandwiches, Salad, Breakfast & Brunch, Restaurants",Columbus,39.96842272,-83.0047063529,Arena Sandwich Co. Cheesesteaks,4.0
sgDOQFPJUr0LTpRj3WahcQ,"Hotels, Hotels & Travel, Event Planning & Services",Columbus,40.0266079388,-83.0250646081,Hilton Garden Inn Columbus-University Area,4.0
_zvovtrjySYd9FS5jPJjAQ,"Beauty & Spas, Tattoo",Columbus,39.9600477,-83.0160166,Defining Skin Tattoo,4.5
VyMxw5KLDyJ0l-eEMq8RlA,"Home & Garden, Contractors, Home Services, Cabinetry, Interior Design, Shopping, Kitchen & Bath",Columbus,39.9442779,-82.9975478,Kitchen Kraft,4.0
o2GtrUnR-aEonmERNAFLdw,"Nightlife, Sports Bars, Restaurants, Pizza, Bars",Columbus,39.950898,-82.9987232,Classics Sports Bar,3.0
Dt3aRqoG8lfyCtFJVLX-fQ,"Fashion, Men's Clothing, Women's Clothing, Department Stores, Home Decor, Children's Clothing, Home & Garden, Shopping",Columbus,40.0568343,-82.861762,Stein Mart,3.0
NOH5KIJ9Q77RTisyanWGpg,"Coffee & Tea, Food, Breakfast & Brunch, Restaurants, Bagels",Columbus,39.9968226664,-83.0194974876,Brenen's Cafe,4.0
bpaewl__9BVWJIkrAoZ2qw,"Automotive, Car Wash",Columbus,40.0585424,-82.9321209,Goo Goo Express Car Wash - Morse Road,3.0
9becSOs6Am7fpcc9saQqEQ,"American (New), Gastropubs, Restaurants, Food, Beer, Wine & Spirits",Columbus,39.986214,-83.044426,Matt the Miller's Tavern,3.5
S3M4S8VWejyIG9qX5nNA9g,"Home Services, Home Organization, Home Cleaning",Columbus,40.0285259898,-83.0150825185,Dirty Girl Cleaners,3.5
4KZm9EcnygkFmEWpPSNqIw,"Beauty & Spas, Hotels, Hotels & Travel, Day Spas, Restaurants, Event Planning & Services",Columbus,39.9696212,-83.0013208,Hyatt Regency Columbus,3.0
7h8xe3Zp-8DzwLM5pGMb5Q,"Art Supplies, Arts & Crafts, Fashion, Shopping, Home Organization, Interior Design, Department Stores, Luggage, Kitchen & Bath, Home & Garden, Office Equipment, Home Services",Columbus,40.056744,-82.907071,The Container Store,3.5
PxtrazdIyP8MSHURqcIfXQ,"Nightlife, Food, Breweries, Arts & Entertainment, Music Venues",Columbus,39.988904,-83.032726,Four String Brewing,4.0
Md4BISfP25Jb1320DRxcPw,"Women's Clothing, Shopping, Fashion",Columbus,40.0542494,-82.9155642,Anthropologie,4.0
XtFhLvKV46H7a054X2_aFQ,"Greek, Middle Eastern, Restaurants, Mediterranean",Columbus,39.9573134,-82.9346968,Aladdin's Eatery,3.0
G3jm2NN79nTofDV-Wm7NHA,"Beauty & Spas, Hair Salons, Day Spas, Hair Stylists, Skin Care",Columbus,40.1454721,-82.9631639,Changes Salon & Spa,5.0
fgkQ_SLtVx2yGCq0x3SKKg,"Restaurants, Fast Food",Columbus,40.0016093,-83.008134,Chick-fil-A,4.5
4GRmotGdj-qBnXUnSgUJLQ,"Doctors, Shopping, Medical Supplies, Orthopedists, Health & Medical, Orthotics",Columbus,40.1452234883,-82.9605729081,The Good Feet Store,2.5
uyvvzHJ9tlXZ-DEbCJ81Zg,"Nightlife, Sandwiches, Chinese, Cantonese, Food, Bars, American (New), Restaurants, Desserts",Columbus,39.956456,-82.9236418,Wing's Restaurant,3.0
mJTbVzBzrRuBfn1hdKJkHA,"Signmaking, Printing Services, Professional Services, Screen Printing/T-Shirt Printing, Local Services",Columbus,40.0114859,-83.0106897,Campus Printing,3.0
nA5-KUJ2I3WOASNb8UvECQ,"Arts & Entertainment, Cinema",Columbus,40.0505544825,-82.9152622143,AMC Dine-In Easton Town Center 30,3.0
qXJZPNdrpTCnVit3Ks0uuQ,"Appliances, Professional Services, Wholesalers, Home & Garden, Kitchen & Bath, Restaurant Supplies, Shopping, Kitchen Supplies",Columbus,39.9598628,-83.0172547,Restaurant Equippers,4.0
ATMyviLNbbsJGcYG_DuVyw,"Barbeque, Restaurants",Columbus,40.1489612,-82.9772881,Shane's Rib Shack,3.5
2wHpbGC_lZJhrcKgIPfR1Q,"Restaurants, Cafes, Coffee & Tea, Food, Beer, Wine & Spirits",Columbus,40.0005012,-83.0088313,Heirloom,4.0
pYDcpUeGAJHzUsE3l8vEtw,Restaurants,Columbus,40.0701959,-82.8626701,The Bar Next Door,3.5
zP-w41c1EaDYDXPWn6Icjw,"Restaurants, Sandwiches, Caterers, Event Planning & Services",Columbus,39.9577822,-82.9397744,Cosi,3.5
ewFMsE_X1PcS09yuO6eklA,"Nightlife, American (Traditional), Bars, Seafood, Restaurants, Steakhouses",Columbus,40.1178550513,-83.014879454,J. Gilbert's Wood Fired Steaks & Seafood Columbus,4.0
taQ3wxjE5hLD7oxdvIodRw,"Churches, Religious Organizations",Columbus,40.102723,-82.954725,Xenos Christian Fellowship,4.0
aUoUZozadNfQJVYKdTHmJA,"American (New), Pizza, Restaurants, Bars, Pubs, Nightlife",Columbus,39.9887869532,-83.0466017779,Press Pub On 5th - Grandview,3.5
oBV2jNTuMmWe7d0ASolS3A,"Restaurants, Gastropubs, Burgers, Sandwiches, American (New)",Columbus,39.9777429,-82.998551,Factory On Fourth,3.0
E7O4ToBlxCVWEhODtmBZsQ,"Food, Breakfast & Brunch, Coffee & Tea, Sandwiches, Restaurants",Columbus,40.125243,-83.0367081,Urban Coffee | Subway,3.5
24bxH8U1DRu1biUYaaEv8w,"Pizza, Restaurants",Columbus,40.0163941,-83.0121554,Hounddog's Three Degree Pizza,4.0
cLuCoCUFfOC-0VZvUx4l8A,"Shopping, Baby Gear & Furniture",Columbus,40.0496744,-82.9221708,Buybuy Baby,3.5
qO_FhEc2C9jnl5c1SWQb9A,"Pet Stores, Pets",Columbus,39.9775586,-83.0038364,Posh Pets,4.0
bsWl4HuCUj23b7YHcxok1A,"Desserts, Coffee & Tea, Food",Columbus,39.9961332,-83.0269342,Cup o' Joe,3.5
c1bZrmxPC16Q2oMvkAyPXQ,"Auto Repair, Tires, Wheel & Rim Repair, Automotive",Columbus,40.0858912,-82.9622327,Katz Tires,4.5
ZjWB10BwfV-4qujHJSJAYg,"IT Services & Computer Repair, Auto Parts & Supplies, Watch Repair, Electronics Repair, Electronics, Battery Stores, Automotive, Local Services, Auto Repair, Shopping",Columbus,40.0904274,-82.9265416,Interstate All Battery Center,4.5
rZOy9CG5oMQfadSuj_zwAw,"Coffee & Tea, American (Traditional), Food, American (New), Restaurants, Cafes, Breakfast & Brunch",Columbus,40.0541477,-83.0669611,Sunny Street Cafe,3.5
iY8C71pC3VeoMhFi2zADBg,"Health & Medical, Dermatologists, Doctors",Columbus,39.9782289,-82.8376575,"Earl A Walker, MD - Walker Dermatology",3.0
VTsR0bCHJ3LC6zrHGPLo-w,"Bakeries, Food",Columbus,39.9888852,-83.0452818,French Loaf,4.0
3BkEoLCBIcjD9yrYkfJh0Q,"Event Planning & Services, Hotels & Travel, Hotels",Columbus,39.968347,-82.998357,Red Roof PLUS+ Columbus Downtown - Convention Center,3.0
cuQJlMArABjR2Pmhcd-Nqg,"American (Traditional), Salad, Breakfast & Brunch, Restaurants",Columbus,40.0626977,-83.0393052,Tim Hortons,3.0
-R_djOxD9Jd5qYqk06dKJA,"Bakeries, Food",Columbus,39.9757221,-83.0033951,Bakery Gingham,2.5
hCjV1aOxJ291QkzSGe_oiA,"Transportation, Airport Shuttles, Hotels & Travel, Taxis, Couriers & Delivery Services, Local Services",Columbus,39.9443362,-82.9917542,Central Ohio German Village Taxi,3.0
zxOPrg0m51AxLaq5X_G8Jg,"Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Hotels",Columbus,40.0048903,-83.0160171,The Blackwell,4.0
Cf2LEy8C19kkJlLnocD1CA,"Education, Specialty Schools, Vocational & Technical School, Cosmetology Schools, Hair Salons, Beauty & Spas",Columbus,40.059541,-82.938805,"The Ohio Academy, A Paul Mitchell Cosmetology Partner School",2.5
AanJGqAZMmIRYB-yy5_91Q,"Beauty & Spas, Day Spas",Columbus,40.1165925,-83.0893716,Allvera Body Wrap & Wellness Center,4.0
nqf9fjWT4tGsJ3z-m8qG8w,"Books, Mags, Music & Video, Electronics, Professional Services, Videos & Video Game Rental, Shopping, Music & DVDs",Columbus,40.1182975,-83.0664349,VGMX,3.0
xFX9f5NYIZKHp9iX-_7Rxg,"Coffee & Tea, Donuts, Food, Breakfast & Brunch, Restaurants",Columbus,39.951545,-83.136536,Dunkin',2.0
fH8jd2oh3wpmTBNFV8tfqg,"Noodles, Sushi Bars, Lounges, Chinese, Asian Fusion, Nightlife, Bars, Cambodian, Restaurants",Columbus,39.9425871,-82.8318749,Eastern Palace,3.5
nAZN6PpCa6Pphf1wwCxNAw,"Pizza, Restaurants",Columbus,39.9220408,-82.8791409,Papa John's Pizza,2.0
Y_e8KX5SQGVybgJ6hqIVDg,"Arts & Entertainment, Music Venues, Nightlife",Columbus,40.00856,-83.0002384,The Summit Music Hall,3.0
_cYR9KWcw6veLQK1ZGvBdw,"Supernatural Readings, Counseling & Mental Health, Life Coach, Professional Services, Psychics, Reiki, Hypnosis/Hypnotherapy, Arts & Entertainment, Health & Medical",Columbus,40.0258623,-83.0188705,Inner Voice Intuitive Readings and Counseling,5.0
pgfHXhxYwImys-QuLh2AYA,"Restaurants, Chicken Shop, Chicken Wings",Columbus,39.9932483002,-83.042053096,The Crispy Coop,4.0
iWTflmbFz5FtiVya7pme8g,"Event Planning & Services, Venues & Event Spaces, Caterers",Columbus,39.9510631,-82.9978207,Together & Company,4.0
MNE01ZJ4v3ACm55KFitC0A,"American (New), Food, Bars, American (Traditional), Cocktail Bars, Restaurants, Beer, Wine & Spirits, Nightlife",Columbus,39.9718471,-83.0028524,Denmark,4.0
0XcFge3ZGYKTSYnwPeyq1A,"Home Cleaning, Office Cleaning, Professional Services, Home Services",Columbus,39.9553145,-82.9968131,Maid to Satisfy,1.5
H-pODaiI0_gvJ6hakT0_2A,"American (Traditional), Breakfast & Brunch, Cafes, Restaurants",Columbus,39.951977,-82.998452,First Watch,4.0
UFGx0OPMnS5mPw26foj7Fg,"Gas Stations, Automotive, Oil Change Stations",Columbus,40.0227445,-83.0141218,Valvoline Instant Oil Change,4.0
favBYCzL6pam2SUCA_db8w,"Food, Desserts, Bakeries, Coffee & Tea",Columbus,39.9777361,-83.0038752,C. Krueger's Finest Baked Goods,5.0
p75vHtBfMywJmpeFL63Y5Q,"Restaurants, Tex-Mex, Mexican",Columbus,39.9964033,-83.0256515,Don Pablo's,2.5
CW_xIw8kclVU4XLuGjQ9kQ,"Barbeque, Caterers, Burgers, Event Planning & Services, Restaurants, Chicken Wings",Columbus,40.0903277,-83.0503139,Gallo's Pit BBQ,3.5
reLmxzKZygbtCqMSCZG61g,"Automotive, Body Shops, Auto Repair",Columbus,40.0323872,-82.9997937,Clintonville Automotive Repair Service,4.0
sR8Q3kXeNb4so1yc3EBllg,"Italian, Restaurants",Columbus,39.9573590731,-82.9383103559,Giuseppe's Ritrovo,3.5
JFEMKxZ5cQAvXT9gTNU1zQ,"Cosmetics & Beauty Supply, Shopping, Beauty & Spas",Columbus,40.145637,-82.982061,Lush,5.0
3daMYz7sP4-sokC46h8Nqw,"Restaurants, Italian, Caterers, Pizza, Food, Event Planning & Services",Columbus,39.9693871,-83.0042624,Buca di Beppo Italian Restaurant,2.5
YmwVfCuwD3cW7vh57BaH-Q,"Sandwiches, Restaurants, Food, Juice Bars & Smoothies, Nightlife, Lounges, Cafes, Hookah Bars, Bars, Coffee & Tea",Columbus,39.9870629,-83.0017848,M I A Hookah Cafe,4.0
JksqB-XDaWvxIfhBPfLPSw,"Beauty & Spas, Cosmetics & Beauty Supply, Shopping",Columbus,39.98204,-83.004127,Columbus Barber & Beauty,4.5
QTry-b9ZdwM_tdyqlXXT3Q,"Whiskey Bars, Dive Bars, Nightlife, Pubs, Bars",Columbus,39.9888905,-83.0494324,The Rack,3.0
ButLmKZAzMQREc-lM6Do5w,"Food, Bakeries, Desserts",Columbus,40.0065065117,-83.0542806724,Cheryl's,3.5
c33IcgrSAH-10lLXYUojCQ,"Home Services, Pressure Washers",Columbus,40.006932,-82.922468,Mr. Clean Pressure Washing,3.5
s2jzN0RU6GJ_-VZjcwW8dQ,"Imported Food, Russian, Ethnic Food, Delis, Restaurants, Food, Specialty Food",Columbus,40.0904945,-83.0543163,Russian Club,5.0
W8oGeE-f6gP1mpa8PaeacQ,"Restaurants, Delis, Fast Food, Sandwiches",Columbus,40.067744,-83.0918142,Jimmy John's,2.0
4yxvs3tkQY0bTOzqt6_9pw,"Beauty & Spas, Nail Technicians, Nail Salons",Columbus,39.999266,-83.07655,Nancy's Nails,4.0
IxGA06F8wui3bn2RRyTGxw,"Tires, Automotive, Auto Repair, Oil Change Stations",Columbus,40.0256097,-83.0907836,Mr. Tire Auto Service Centers,4.0
1jTqCP47oMkkJisVZ8k8LQ,"American (Traditional), Diners, Breakfast & Brunch, Restaurants",Columbus,40.026128,-83.014733,Nancy's Home Cooking,4.0
P2oqV71cwsi-GqFnxEKJqg,"Restaurants, Food, Latin American",Columbus,40.0986536,-82.9500272,Costelos Restaurant,3.5
bH9rC51zkAGZJJX7nauwgA,"Auto Parts & Supplies, Automotive, Junk Removal & Hauling, Tires, Auto Repair, Local Services",Columbus,39.9985743,-82.9660969,All City Auto Wrecking,2.0
C6L1mHMwYH5iCaqSa3UBqA,"Fast Food, Burgers, Restaurants",Columbus,39.9735744,-83.0467516,Wendy's,3.0
OHTLfdZVTqvVNVU_oGwjiA,"Self Storage, Local Services",Columbus,40.1116638053,-83.0861331644,Public Storage,4.0
Y-4hnwqBal3zOS_IJy012A,"Specialty Food, Beer, Wine & Spirits, Food, Cheese Shops",Columbus,40.026294,-83.090858,Carnardo Wine & Cheese,4.0
enO3QQiGPumWLBao59mRXg,"Local Services, Printing Services, Screen Printing",Columbus,40.0878439,-83.0635389,Columbus Custom Tees,5.0
se8qcNtmvWmzo8CctvQ-Rg,"Shopping, Jewelry",Columbus,40.1407197,-82.9788428,Jared Galleria of Jewelry,3.0
yWEd9qjOoji7qVWfTIcPEQ,"Italian, Thai, Chinese, Mediterranean, Restaurants, Noodles, Food, Salad, Asian Fusion, Specialty Food, Comfort Food, Pasta Shops, American (New)",Columbus,40.148892005,-82.9771161079,Noodles & Company,3.5
SrfGTXkBIt-KOXBAiOB-lg,"Caterers, Bars, Salad, Mexican, Restaurants, Seafood, Event Planning & Services, Nightlife",Columbus,39.9997898,-83.0769719,El Vaquero Mexican Restaurant,3.5
y1aNjZlgvhvutt9vDjVCfg,"American (New), Diners, Cafes, Food, Coffee & Tea, Restaurants",Columbus,39.9632542021,-82.9990497699,Jacks Downtown Diner,4.0
sCyQ3Ns8epWBMveXt4yf5w,"Windows Installation, Home Services, Home Inspectors, Insulation Installation, Interior Design, Home Energy Auditors",Columbus,40.051233846,-83.0461598933,Greene Solutions,5.0
